,Date,goals_for,goals_against,goals,shots,shots_on_target,shots_on_target_pct,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,venue_code,time,day_code,hometeam_code,opponent_code,target
1162,2022-09-03,0,0,0,23,8,34.8,13.1,0,0,0,2.1,2.1,0.1,-2.1,-2.1,15,12,7,5,3,7,11,63.6,4,9,5,4,12,27,15,1,0,12.5,5,3,4,2
1163,2022-10-01,3,3,2,15,7,46.7,16.8,1,0,0,1.5,1.5,0.1,0.5,0.5,14,9,7,6,1,8,19,42.1,11,10,0,10,9,23,18,1,1,15.0,5,3,7,2
1164,2022-10-09,2,3,2,8,3,37.5,18.0,0,0,0,1.1,1.1,0.14,0.9,0.9,15,7,11,3,1,7,15,46.7,8,7,3,4,8,23,18,1,0,16.5,6,3,5,0
1165,2022-10-16,1,0,1,13,2,15.4,17.5,0,0,0,2.1,2.1,0.16,-1.1,-1.1,23,12,12,10,1,8,16,50.0,8,13,5,8,11,34,29,0,1,16.5,6,3,6,1
1166,2022-10-19,1,0,1,22,7,31.8,17.5,0,0,0,1.7,1.7,0.08,-0.7,-0.7,13,8,4,6,3,4,13,30.8,9,8,1,7,8,21,15,0,1,19.5,2,3,9,1
1167,2022-11-06,2,1,2,13,6,46.2,21.2,0,0,0,1.2,1.2,0.09,0.8,0.8,14,7,7,6,1,5,14,35.7,9,7,3,4,11,25,33,0,0,16.5,6,3,0,1
1168,2023-01-14,0,3,0,6,2,33.3,12.8,0,0,0,1.0,1.0,0.17,-1.0,-1.0,19,12,11,6,2,5,15,33.3,10,13,5,8,16,35,24,1,0,15.0,5,3,7,0
1169,2023-01-21,0,0,0,15,3,20.0,15.5,0,0,0,1.4,1.4,0.09,-1.4,-1.4,18,13,7,7,4,5,10,50.0,5,16,3,13,15,33,13,0,1,12.5,5,3,1,2
1170,2023-02-13,2,0,2,15,6,40.0,16.7,1,0,0,2.3,2.3,0.16,-0.3,-0.3,21,15,9,10,2,10,21,47.6,11,6,1,5,7,28,14,1,1,20.0,0,3,4,1
1171,2023-02-18,2,0,2,13,7,53.8,16.4,1,0,0,1.9,1.9,0.14,0.1,0.1,14,7,8,5,1,9,30,30.0,21,11,3,8,4,18,22,0,0,17.5,5,3,8,1
1172,2023-02-25,0,0,0,12,4,33.3,16.0,1,0,0,0.9,0.9,0.07,-0.9,-0.9,14,9,5,8,1,6,20,30.0,14,7,2,5,5,19,19,2,0,19.75,5,3,10,2
1173,2023-03-05,7,0,7,18,8,44.4,12.7,0,0,0,2.8,2.8,0.15,4.2,4.2,17,14,7,9,1,13,23,56.5,10,12,1,11,9,26,14,0,1,16.5,6,3,2,1
1174,2023-04-01,1,4,1,4,1,25.0,15.9,0,0,0,0.3,0.3,0.08,0.7,0.7,12,8,4,8,0,4,16,25.0,12,8,5,3,9,21,18,0,0,12.5,5,3,6,0
1175,2023-04-04,0,0,0,7,3,42.9,25.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,13,7,4,4,5,4,20,20.0,16,15,3,12,6,19,17,0,0,20.0,1,3,1,2
1176,2023-04-09,2,2,2,20,6,30.0,14.0,0,0,1,3.9,3.1,0.16,-1.9,-1.1,22,12,11,6,5,13,30,43.3,17,9,2,7,11,33,12,1,1,16.5,6,3,5,2
1177,2023-04-26,2,1,2,20,4,20.0,16.8,0,0,0,1.9,1.9,0.11,0.1,0.1,20,11,4,12,4,10,23,43.5,13,8,1,7,18,38,18,0,0,19.75,2,3,9,1
1178,2023-04-30,4,3,4,11,3,27.3,16.1,0,1,1,2.2,1.4,0.13,1.8,1.6,16,11,4,6,6,7,16,43.8,9,10,1,9,1,17,7,2,1,16.5,6,3,0,1
1179,2022-08-06,0,1,0,8,3,37.5,13.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7,24,17,10,12,2,6,19,31.6,13,14,6,8,8,32,26,0,1,17.5,5,4,1,0
1180,2022-09-03,0,0,0,14,3,21.4,15.5,0,0,0,1.7,1.7,0.12,-1.7,-1.7,19,11,12,6,1,5,8,62.5,3,10,5,5,10,29,33,0,1,12.5,5,4,3,2
1181,2022-09-18,1,0,1,7,2,28.6,21.4,0,0,0,0.4,0.4,0.05,0.6,0.6,18,11,14,1,3,5,6,83.3,1,17,7,10,10,28,31,1,1,14.25,6,4,9,1
1182,2022-10-09,1,2,1,11,2,18.2,17.4,0,0,0,0.6,0.6,0.06,0.4,0.4,9,6,2,7,0,5,12,41.7,7,16,3,13,15,24,9,1,1,19.0,6,4,2,0
1183,2022-10-15,0,2,0,4,0,0.0,13.5,0,0,0,0.4,0.4,0.11,-0.4,-0.4,15,10,8,5,2,5,8,62.5,3,20,8,12,6,21,25,0,0,17.5,5,4,0,0
1184,2022-10-19,0,1,0,1,0,0.0,7.5,0,0,0,0.2,0.2,0.17,-0.2,-0.2,18,8,8,7,3,7,12,58.3,5,15,3,12,7,25,22,1,0,19.5,2,4,8,0
1185,2022-10-22,3,0,3,9,6,66.7,16.8,0,0,0,1.4,1.4,0.17,1.6,1.6,26,20,13,10,3,8,13,61.5,5,13,3,10,7,33,19,0,1,15.0,5,4,10,1
1186,2022-12-31,1,1,1,2,1,50.0,25.1,0,0,0,0.1,0.1,0.05,0.9,0.9,13,7,12,1,0,6,10,60.0,4,19,7,12,11,24,36,0,0,15.0,5,4,6,2
1187,2023-01-03,1,4,1,9,3,33.3,19.0,0,1,1,1.3,0.5,0.06,-0.3,-0.5,16,10,10,4,2,6,9,66.7,3,23,5,18,9,25,16,1,1,19.75,1,4,7,0
1188,2023-01-21,0,2,0,5,2,40.0,14.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,19,10,9,9,1,13,20,65.0,7,9,4,5,7,26,15,0,0,15.0,5,4,9,0
1189,2023-02-04,1,0,1,12,4,33.3,16.4,0,0,0,1.7,1.7,0.14,-0.7,-0.7,18,11,11,5,2,9,21,42.9,12,16,6,10,11,29,22,0,1,12.5,5,4,5,1
1190,2023-02-13,0,2,0,6,1,16.7,15.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,18,8,9,6,3,10,21,47.6,11,10,4,6,14,32,20,3,0,20.0,0,4,3,0
1191,2023-03-01,0,4,0,8,5,62.5,14.9,0,0,0,1.2,1.2,0.15,-1.2,-1.2,12,8,7,4,1,1,7,14.3,6,17,5,12,12,24,26,1,0,19.75,2,4,5,0
1192,2023-03-18,2,2,2,12,3,25.0,18.9,1,0,0,1.2,1.2,0.11,0.8,0.8,20,13,8,7,5,8,19,42.1,11,18,10,8,6,26,32,0,0,17.5,5,4,1,2
1193,2023-04-03,1,1,1,15,6,40.0,19.3,0,0,0,0.9,0.9,0.06,0.1,0.1,23,15,10,9,4,12,24,50.0,12,12,2,10,8,31,19,0,1,20.0,0,4,0,2
1194,2023-04-08,0,2,0,15,1,6.7,18.0,0,0,0,1.0,1.0,0.07,-1.0,-1.0,30,20,17,9,4,16,29,55.2,13,15,8,7,6,36,14,3,0,12.5,5,4,2,0
1195,2023-04-22,0,0,0,10,5,50.0,22.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,14,9,6,6,2,4,13,30.8,9,11,5,6,12,26,26,0,0,15.0,5,4,10,2
1196,2023-04-27,1,4,1,13,5,38.5,22.3,1,0,0,0.9,0.9,0.07,0.1,0.1,18,9,8,9,1,7,17,41.2,10,22,5,17,17,35,26,0,1,19.75,3,4,8,0
1197,2023-05-08,5,1,4,10,5,50.0,12.8,0,0,0,2.3,2.3,0.23,1.7,1.7,19,11,13,4,2,10,26,38.5,16,17,9,8,16,35,56,0,0,17.5,0,4,7,1
1198,2023-05-14,0,3,0,7,2,28.6,7.6,0,0,0,1.6,1.6,0.27,-1.6,-1.6,16,11,9,4,3,6,14,42.9,8,10,2,8,11,27,17,0,1,14.0,6,4,6,0
1199,2022-08-05,2,0,1,10,2,20.0,14.6,1,0,0,1.0,1.0,0.1,0.0,0.0,29,16,17,10,2,13,29,44.8,16,17,6,11,9,38,24,0,0,20.0,4,5,10,1
1200,2022-09-04,1,3,1,16,3,18.8,18.6,1,0,0,1.3,1.3,0.08,-0.3,-0.3,14,8,7,2,5,8,11,72.7,3,7,1,6,6,20,6,1,0,16.5,6,5,2,0
1201,2022-10-01,3,1,3,22,9,40.9,18.6,1,0,0,2.4,2.4,0.11,0.6,0.6,14,10,7,4,3,6,10,60.0,4,4,2,2,6,20,16,0,1,12.5,5,5,0,1
1202,2022-10-09,3,2,3,10,6,60.0,14.3,0,1,1,2.7,2.3,0.24,0.3,-0.3,16,10,9,5,2,5,9,55.6,4,11,3,8,6,22,31,1,1,16.5,6,5,3,1
1203,2022-11-06,1,0,1,14,2,14.3,14.5,0,0,0,2.1,2.1,0.16,-1.1,-1.1,17,10,5,6,6,7,12,58.3,5,10,3,7,9,26,23,1,0,12.0,6,5,1,1
1204,2022-12-26,3,1,3,16,5,31.3,18.2,1,0,0,2.1,2.1,0.14,0.9,0.9,15,10,3,6,6,7,7,100.0,0,7,0,7,4,19,14,0,1,20.0,0,5,9,1
1205,2022-12-31,4,2,4,14,7,50.0,11.2,0,0,0,2.9,2.9,0.22,1.1,1.1,19,9,7,10,2,3,3,100.0,0,5,2,3,9,28,24,1,0,17.5,5,5,7,1
1206,2023-01-03,0,0,0,17,4,23.5,17.0,0,0,0,1.1,1.1,0.07,-1.1,-1.1,13,8,6,6,1,6,12,50.0,6,9,2,7,3,16,22,0,1,19.75,1,5,8,2
1207,2023-01-15,2,0,1,14,5,35.7,17.9,2,0,0,1.8,1.8,0.13,-0.8,-0.8,13,8,6,4,3,3,10,30.0,7,16,6,10,6,19,30,0,0,16.5,6,5,0,1
1208,2023-01-22,3,2,3,25,5,20.0,14.2,0,0,0,3.1,3.1,0.13,-0.1,-0.1,21,14,9,8,4,10,17,58.8,7,11,2,9,9,30,10,1,1,16.5,6,5,2,1
1209,2023-02-04,0,1,0,15,2,13.3,17.6,0,0,0,0.9,0.9,0.06,-0.9,-0.9,14,11,4,6,4,9,16,56.3,7,6,3,3,2,16,18,1,0,12.5,5,5,4,0
1210,2023-02-15,1,3,1,9,0,0.0,19.2,0,1,1,1.6,0.9,0.09,-0.6,-0.9,13,5,10,2,1,7,16,43.8,9,6,2,4,8,21,6,3,1,19.5,2,5,6,0
1211,2023-03-01,4,0,4,15,5,33.3,12.9,0,0,0,2.4,2.4,0.16,1.6,1.6,7,7,1,4,2,2,12,16.7,10,9,1,8,7,14,10,0,1,19.75,2,5,4,1
1212,2023-03-19,4,1,4,15,5,33.3,16.4,0,0,0,1.6,1.6,0.1,2.4,2.4,15,9,4,7,4,8,12,66.7,4,14,3,11,4,19,11,0,1,14.0,6,5,10,1
1213,2023-04-09,2,2,2,9,5,55.6,15.7,0,0,0,1.4,1.4,0.16,0.6,0.6,21,11,11,7,3,8,12,66.7,4,15,5,10,10,31,29,1,0,16.5,6,5,3,2
1214,2023-04-16,2,2,2,10,5,50.0,13.9,0,0,1,2.7,2.0,0.2,-0.7,0.0,13,9,6,6,1,8,14,57.1,6,14,7,7,3,16,25,0,0,14.0,6,5,9,2
1215,2023-04-26,1,4,1,8,2,25.0,18.0,1,0,0,0.5,0.5,0.06,0.5,0.5,10,4,4,4,2,4,11,36.4,7,8,2,6,5,15,13,0,0,20.0,2,5,6,0
1216,2023-05-02,3,1,3,16,9,56.3,13.0,0,0,0,1.7,1.7,0.11,1.3,1.3,12,4,2,6,4,4,13,30.8,9,10,2,8,7,19,12,0,1,20.0,1,5,1,1
1217,2023-05-07,2,0,1,10,6,60.0,16.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,23,18,12,6,5,10,22,45.5,12,14,3,11,8,31,24,0,0,16.5,6,5,8,1
1218,2023-05-14,0,3,0,14,2,14.3,16.4,0,0,0,0.9,0.9,0.07,-0.9,-0.9,20,6,8,9,3,12,25,48.0,13,12,1,11,7,27,6,1,1,16.5,6,5,7,0
1219,2022-08-07,2,0,2,13,1,7.7,18.7,1,1,1,2.2,1.4,0.11,-0.2,-0.4,6,4,4,1,1,6,7,85.7,1,7,3,4,3,9,11,0,0,16.5,6,6,9,1
1220,2022-08-21,3,3,3,21,10,47.6,16.2,1,0,0,2.1,2.1,0.1,0.9,0.9,9,5,1,5,3,4,13,30.8,9,6,3,3,5,14,13,0,0,16.5,6,6,8,2
1221,2022-08-27,4,2,4,18,5,27.8,14.1,0,0,0,2.2,2.2,0.13,1.8,1.8,12,10,6,4,2,5,10,50.0,5,7,0,7,5,17,3,0,1,15.0,5,6,10,1
1222,2022-10-02,6,3,6,22,9,40.9,14.2,1,0,0,3.2,3.2,0.15,2.8,2.8,14,8,5,5,4,7,11,63.6,4,10,3,7,11,25,8,0,1,14.0,6,6,2,1
1223,2022-10-16,0,1,0,16,6,37.5,18.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0,20,14,6,13,1,5,8,62.5,3,16,2,14,7,27,15,1,0,16.5,6,6,3,0
1224,2022-10-22,3,1,3,9,3,33.3,15.0,0,1,1,1.6,0.8,0.09,1.4,1.2,14,9,6,6,2,7,14,50.0,7,12,3,9,8,22,12,1,1,15.0,5,6,7,1
1225,2022-12-31,1,1,1,16,3,18.8,15.4,0,0,0,1.7,1.7,0.11,-0.7,-0.7,13,7,0,7,6,4,7,57.1,3,5,1,4,3,16,8,0,1,15.0,5,6,4,2
1226,2023-01-05,1,0,1,12,3,25.0,16.0,0,0,0,2.0,2.0,0.17,-1.0,-1.0,19,13,8,6,5,7,17,41.2,10,13,3,10,10,29,15,0,0,20.0,3,6,1,1
1227,2023-01-14,1,2,1,5,1,20.0,19.2,0,0,0,0.6,0.6,0.13,0.4,0.4,6,1,1,4,1,1,10,10.0,9,11,4,7,4,10,5,0,0,12.5,5,6,2,0
1228,2023-01-19,4,2,4,16,6,37.5,16.3,1,0,0,2.3,2.3,0.15,1.7,1.7,15,11,7,7,1,5,9,55.6,4,12,2,10,8,23,13,1,1,20.0,3,6,0,1
1229,2023-02-05,0,1,0,15,5,33.3,17.7,1,0,0,1.3,1.3,0.09,-1.3,-1.3,19,9,8,7,4,9,15,60.0,6,11,4,7,7,26,12,1,0,16.5,6,6,0,0
1230,2023-02-15,3,1,3,9,5,55.6,12.1,0,0,0,1.8,1.8,0.21,1.2,1.2,17,12,7,9,1,7,13,53.8,6,12,5,7,11,28,14,0,0,19.5,2,6,5,1
1231,2023-03-04,2,0,2,11,3,27.3,15.8,2,0,0,1.3,1.3,0.12,0.7,0.7,13,6,2,5,6,4,16,25.0,12,5,2,3,4,17,24,0,1,12.5,5,6,8,1
1232,2023-03-11,1,0,1,13,3,23.1,19.0,1,1,1,2.1,1.3,0.1,-1.1,-1.3,14,7,7,3,4,5,12,41.7,7,10,4,6,9,23,12,0,0,17.5,5,6,10,1
1233,2023-04-01,4,1,4,17,8,47.1,14.5,1,0,0,2.9,2.9,0.17,1.1,1.1,7,0,2,4,1,0,10,0.0,10,9,3,6,4,11,11,0,1,12.5,5,6,3,1
1234,2023-04-26,4,1,4,14,9,64.3,15.9,0,0,0,2.5,2.5,0.18,1.5,1.5,11,8,7,4,0,3,12,25.0,9,7,2,5,9,20,8,0,1,20.0,2,6,5,1
1235,2023-05-03,3,0,3,16,7,43.8,16.3,0,0,0,2.3,2.3,0.14,0.7,0.7,16,9,3,8,5,9,15,60.0,6,7,1,6,5,21,12,0,1,20.0,2,6,9,1
1236,2023-05-14,3,0,3,9,4,44.4,19.3,2,0,0,0.8,0.8,0.08,2.2,2.2,7,5,4,3,0,4,13,30.8,9,4,2,2,5,12,21,0,0,14.0,6,6,4,1
1237,2023-05-21,1,0,1,15,2,13.3,18.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,8,6,3,3,2,7,17,41.2,10,5,3,2,4,12,12,2,1,16.0,6,6,1,1
1238,2023-05-24,1,1,1,13,4,30.8,13.9,0,0,0,1.8,1.8,0.14,-0.8,-0.8,12,4,3,7,2,7,15,46.7,8,12,7,5,3,15,12,0,0,20.0,2,6,7,2
1239,2022-08-07,2,1,2,15,4,26.7,17.4,0,0,0,1.5,1.5,0.1,0.5,0.5,14,9,6,6,2,7,12,58.3,5,16,7,9,12,26,24,0,0,14.0,6,7,2,1
1240,2022-08-13,0,0,0,13,5,38.5,17.3,0,0,0,1.5,1.5,0.12,-1.5,-1.5,18,14,7,10,1,8,20,40.0,12,7,1,6,8,26,19,1,1,15.0,5,7,8,2
1241,2022-08-21,2,0,2,10,1,10.0,18.8,0,1,1,1.7,0.9,0.09,0.3,0.1,17,7,4,10,3,2,6,33.3,4,17,7,10,6,23,19,0,0,14.0,6,7,9,1
1242,2022-10-01,3,3,3,6,6,100.0,10.0,0,0,0,1.4,1.4,0.23,1.6,1.6,23,9,14,7,2,7,15,46.7,8,9,2,7,14,37,27,0,0,15.0,5,7,3,2
1243,2022-10-08,0,1,0,14,4,28.6,18.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,17,9,4,9,4,8,16,50.0,8,11,1,10,10,27,7,0,1,17.5,5,7,0,0
1244,2022-10-22,1,3,1,8,2,25.0,19.8,0,0,0,0.5,0.5,0.06,0.5,0.5,16,6,9,6,1,5,13,38.5,8,7,3,4,9,25,12,1,0,15.0,5,7,6,0
1245,2022-10-29,4,1,2,19,7,36.8,15.9,0,0,0,2.4,2.4,0.13,-0.4,-0.4,18,11,15,3,0,9,11,81.8,2,19,3,16,6,24,24,0,1,15.0,5,7,1,1
1246,2022-12-31,2,4,2,9,5,55.6,13.5,0,0,0,1.2,1.2,0.13,0.8,0.8,8,4,4,3,1,5,10,50.0,5,14,4,10,9,17,6,0,1,17.5,5,7,5,0
1247,2023-01-03,4,1,4,19,8,42.1,18.9,1,0,0,2.2,2.2,0.11,1.8,1.8,15,10,8,6,1,9,12,75.0,3,6,1,5,8,23,14,0,0,19.75,1,7,4,1
1248,2023-01-14,3,0,3,16,8,50.0,16.3,0,0,0,1.9,1.9,0.12,1.1,1.1,16,9,6,8,2,5,10,50.0,5,2,1,1,7,23,7,0,1,15.0,5,7,3,1
1249,2023-02-11,1,1,1,17,7,41.2,13.6,1,0,0,2.5,2.5,0.15,-1.5,-1.5,23,13,7,10,6,7,15,46.7,8,6,3,3,11,34,17,2,0,15.0,5,7,10,2
1250,2023-03-04,4,0,4,19,8,42.1,16.3,0,1,1,3.5,2.7,0.15,0.5,0.3,20,10,7,8,5,8,16,50.0,8,7,1,6,3,23,7,0,1,15.0,5,7,9,1
1251,2023-03-15,1,0,1,11,5,45.5,20.5,1,0,0,0.6,0.6,0.05,0.4,0.4,20,11,11,6,3,9,20,45.0,11,11,2,9,15,35,9,1,1,19.5,2,7,10,1
1252,2023-04-08,1,2,1,17,4,23.5,16.4,0,0,0,1.4,1.4,0.08,-0.4,-0.4,18,8,7,8,3,11,19,57.9,8,7,2,5,4,22,12,0,0,15.0,5,7,0,0
1253,2023-04-15,2,1,2,26,10,38.5,17.2,0,0,0,2.9,2.9,0.12,-0.9,-0.9,24,13,9,10,5,11,20,55.0,9,12,1,11,6,30,10,0,0,15.0,5,7,1,1
1254,2023-05-04,1,0,1,21,5,23.8,19.3,0,1,1,2.3,1.5,0.07,-1.3,-1.5,15,8,8,4,3,9,20,45.0,11,19,5,14,10,25,5,0,1,20.0,3,7,2,1
1255,2023-05-08,1,5,1,23,5,21.7,13.3,0,0,0,3.2,3.2,0.15,-2.2,-2.2,11,7,1,8,2,5,18,27.8,13,9,4,5,6,17,6,0,1,17.5,0,7,4,0
1256,2023-05-14,3,0,3,12,6,50.0,18.3,0,0,0,1.7,1.7,0.14,1.3,1.3,15,9,9,4,2,4,12,33.3,8,12,4,8,8,23,13,1,0,16.5,6,7,5,1
1257,2023-05-18,1,4,1,8,2,25.0,17.2,0,0,0,0.5,0.5,0.06,0.5,0.5,14,10,11,3,0,7,18,38.9,11,14,8,6,2,16,16,0,0,19.5,3,7,8,0
1258,2023-05-24,1,1,1,20,7,35.0,17.4,2,0,0,2.2,2.2,0.12,-1.2,-1.2,12,6,3,6,3,8,20,40.0,12,8,3,5,11,23,6,0,1,20.0,2,7,6,2
1259,2022-08-13,0,0,0,4,1,25.0,17.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,12,7,7,3,2,5,8,62.5,3,9,5,4,14,26,34,0,0,15.0,5,8,7,2
1260,2022-08-21,3,3,3,12,5,41.7,14.8,1,0,0,1.8,1.8,0.15,1.2,1.2,13,7,3,7,3,7,20,35.0,13,15,6,9,13,26,22,1,1,16.5,6,8,6,2
1261,2022-08-31,1,2,1,5,2,40.0,18.2,1,0,0,0.7,0.7,0.14,0.3,0.3,23,9,16,4,3,13,24,54.2,11,17,8,9,15,38,44,0,0,20.0,2,8,3,0
1262,2022-09-03,0,0,0,23,5,21.7,12.8,1,0,0,2.8,2.8,0.13,-2.8,-2.8,18,11,6,9,3,9,20,45.0,11,16,6,10,15,33,16,0,1,15.0,5,8,10,2
1263,2022-10-16,0,0,0,9,2,22.2,14.7,1,0,0,0.8,0.8,0.1,-0.8,-0.8,13,4,3,8,2,6,10,60.0,4,16,5,11,13,26,21,0,0,14.0,6,8,2,2
1264,2022-10-19,1,0,1,16,4,25.0,14.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5,18,14,5,13,0,7,19,36.8,12,8,0,8,9,27,9,0,1,19.5,2,8,4,1
1265,2022-10-23,2,1,2,13,5,38.5,18.4,0,0,0,1.2,1.2,0.09,0.8,0.8,15,11,7,7,1,7,18,38.9,11,23,8,15,7,22,16,0,0,16.5,6,8,0,1
1266,2022-11-12,1,0,1,10,3,30.0,15.4,0,0,0,1.0,1.0,0.11,0.0,0.0,23,15,9,10,4,8,15,53.3,7,6,1,5,10,33,15,1,1,17.5,5,8,1,1
1267,2023-01-03,0,0,0,8,1,12.5,13.4,0,0,0,1.0,1.0,0.13,-1.0,-1.0,23,16,12,10,1,10,12,83.3,2,18,5,13,5,28,27,0,0,19.75,1,8,5,2
1268,2023-01-21,0,0,0,16,7,43.8,13.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,19,9,10,7,2,7,10,70.0,3,13,4,9,9,28,23,0,0,17.5,5,8,10,2
1269,2023-02-04,1,1,1,8,2,25.0,13.5,0,0,0,1.0,1.0,0.13,0.0,0.0,13,8,10,3,0,4,10,40.0,6,14,3,11,9,22,24,0,1,17.5,5,8,9,2
1270,2023-02-18,0,2,0,14,4,28.6,12.9,0,0,0,2.0,2.0,0.15,-2.0,-2.0,10,9,6,4,0,7,16,43.8,9,10,2,8,7,17,24,1,1,17.5,5,8,3,0
1271,2023-03-04,0,2,0,5,2,40.0,15.0,1,0,0,0.4,0.4,0.09,-0.4,-0.4,11,7,8,2,1,8,20,40.0,12,14,2,12,11,22,19,0,0,12.5,5,8,6,0
1272,2023-04-02,2,0,2,22,6,27.3,13.2,0,0,0,3.7,3.7,0.17,-1.7,-1.7,22,15,5,13,4,15,24,62.5,9,11,2,9,11,33,9,0,1,16.5,6,8,2,1
1273,2023-04-05,5,1,5,15,7,46.7,20.4,0,0,0,3.3,3.3,0.22,1.7,1.7,24,14,15,7,2,9,26,34.6,17,11,2,9,13,37,18,1,0,20.0,2,8,9,1
1274,2023-04-23,6,1,6,25,8,32.0,14.3,0,0,0,3.7,3.7,0.16,2.3,2.3,13,7,7,6,0,4,16,25.0,12,17,3,14,6,19,10,0,1,14.0,6,8,0,1
1275,2023-04-27,4,1,4,15,7,46.7,14.3,0,0,0,2.4,2.4,0.16,1.6,1.6,14,7,7,7,0,6,19,31.6,13,10,3,7,9,23,17,1,0,19.75,3,8,4,1
1276,2023-05-07,0,2,0,12,5,41.7,14.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3,18,9,10,7,1,7,13,53.8,6,7,2,5,8,26,10,0,1,16.5,6,8,5,0
1277,2023-05-18,4,1,3,22,8,36.4,13.3,1,0,0,3.6,3.6,0.17,-0.6,-0.6,11,10,3,8,0,9,24,37.5,15,9,3,6,9,20,9,0,1,19.5,3,8,7,1
1278,2023-05-28,1,1,1,13,4,30.8,17.1,0,0,0,1.7,1.7,0.13,-0.7,-0.7,14,6,7,6,1,9,23,39.1,14,15,9,6,8,22,32,0,0,16.5,6,8,1,2
1279,2022-08-07,0,2,0,6,1,16.7,16.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,14,6,10,3,1,11,25,44.0,14,8,4,4,11,25,16,0,1,16.5,6,9,6,0
1280,2022-08-21,0,2,0,13,3,23.1,16.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8,8,5,6,0,2,2,5,40.0,3,11,4,7,13,21,13,0,1,14.0,6,9,7,0
1281,2022-08-31,1,1,1,14,4,28.6,16.3,0,0,0,1.2,1.2,0.09,-0.2,-0.2,13,9,6,6,1,4,9,44.4,5,14,7,7,7,20,22,0,1,19.75,2,9,0,2
1282,2022-09-03,1,2,1,6,3,50.0,15.9,0,0,0,1.1,1.1,0.21,-0.1,-0.1,14,9,10,4,0,6,15,40.0,9,9,3,6,16,30,28,0,0,15.0,5,9,1,0
1283,2022-09-18,0,1,0,14,4,28.6,15.2,0,0,0,1.0,1.0,0.07,-1.0,-1.0,18,7,12,4,2,11,18,61.1,7,5,1,4,14,32,16,0,0,14.25,6,9,4,0
1284,2022-10-19,0,1,0,7,2,28.6,15.2,0,0,1,1.7,1.0,0.15,-1.7,-1.0,15,8,7,8,0,6,12,50.0,6,17,6,11,8,23,18,1,0,19.5,2,9,3,0
1285,2022-10-30,0,1,0,13,4,30.8,22.3,0,0,0,1.1,1.1,0.08,-1.1,-1.1,13,7,5,5,3,5,11,45.5,6,13,6,7,8,21,18,0,0,16.25,6,9,2,0
1286,2022-11-06,1,2,1,5,2,40.0,16.7,0,0,0,0.3,0.3,0.05,0.7,0.7,16,9,9,6,1,7,15,46.7,8,13,7,6,9,25,15,1,1,14.0,6,9,10,0
1287,2022-12-26,1,3,1,7,3,42.9,24.2,0,1,1,1.0,0.2,0.04,0.0,-0.2,14,7,8,4,2,7,13,53.8,6,8,5,3,7,21,22,0,0,20.0,0,9,5,0
1288,2023-01-21,2,0,2,11,4,36.4,11.9,0,0,0,2.2,2.2,0.21,-0.2,-0.2,17,9,6,7,4,7,11,63.6,4,7,2,5,13,30,51,0,1,15.0,5,9,4,1
1289,2023-02-04,1,1,1,10,1,10.0,16.2,0,0,0,1.0,1.0,0.1,0.0,0.0,19,11,11,6,2,6,12,50.0,6,16,3,13,17,36,21,0,0,17.5,5,9,8,2
1290,2023-02-11,1,1,1,10,2,20.0,13.8,1,0,0,1.3,1.3,0.14,-0.3,-0.3,23,14,11,8,4,9,22,40.9,13,12,4,8,7,30,26,0,1,12.5,5,9,1,2
1291,2023-02-19,0,2,0,6,1,16.7,16.0,1,0,0,0.5,0.5,0.08,-0.5,-0.5,18,11,4,10,4,8,13,61.5,5,11,6,5,13,31,17,1,0,16.5,6,9,0,0
1292,2023-03-04,0,4,0,3,2,66.7,12.1,0,0,0,0.3,0.3,0.11,-0.3,-0.3,11,5,7,3,1,7,19,36.8,12,11,4,7,10,21,22,0,0,15.0,5,9,7,0
1293,2023-04-05,1,5,1,7,2,28.6,19.0,1,0,0,1.0,1.0,0.14,0.0,0.0,13,5,6,5,2,4,13,30.8,9,12,3,9,7,20,16,2,1,20.0,2,9,8,0
1294,2023-04-16,2,2,2,15,2,13.3,14.8,1,1,1,1.8,1.0,0.07,0.2,0.0,17,8,6,7,4,10,21,47.6,11,6,1,5,15,32,14,0,1,14.0,6,9,5,2
