,Date,goals_for,goals_against,goals,shots,shots_on_target,shots_on_target_pct,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,venue_code,time,day_code,hometeam_code,opponent_code,target
381,2018-08-26,1,2,1,6,2,33.3,21.7,0,0,0,0.2,0.2,0.04,0.8,0.8,21,8,15,5,1,5,12,41.7,7,14,4,10,17,38,37,0,1,16.0,6,8,1,0
382,2018-09-01,1,2,1,3,2,66.7,18.4,0,0,0,0.5,0.5,0.16,0.5,0.5,18,12,11,5,2,5,13,38.5,8,17,7,10,17,35,40,1,0,17.5,5,8,6,0
383,2018-09-15,1,2,1,4,2,50.0,11.1,0,0,0,0.4,0.4,0.1,0.6,0.6,20,8,8,10,2,5,11,45.5,6,9,4,5,11,31,19,0,1,15.0,5,8,5,0
384,2018-09-22,0,0,0,6,3,50.0,17.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,25,16,10,9,6,6,21,28.6,15,15,5,10,17,42,36,2,0,15.0,5,8,10,2
385,2018-10-06,2,3,2,13,8,61.5,17.5,0,0,0,1.6,1.6,0.12,0.4,0.4,18,6,11,7,0,5,12,41.7,7,8,3,5,20,38,60,0,0,17.5,5,8,2,0
386,2018-10-20,0,1,0,27,6,22.2,19.6,1,0,0,1.8,1.8,0.07,-1.8,-1.8,16,8,10,4,2,6,14,42.9,8,13,2,11,4,20,16,1,1,15.0,5,8,7,0
387,2018-12-01,0,3,0,16,4,25.0,20.0,2,0,0,1.0,1.0,0.07,-1.0,-1.0,11,5,4,4,3,5,14,35.7,9,11,0,11,14,25,12,0,1,15.0,5,8,9,0
388,2018-12-05,1,1,1,8,5,62.5,13.1,0,0,0,1.5,1.5,0.19,-0.5,-0.5,25,12,16,8,1,8,22,36.4,14,16,8,8,15,40,68,0,0,19.75,2,8,4,2
389,2018-12-26,0,4,0,6,2,33.3,15.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5,15,10,8,5,2,4,8,50.0,4,11,4,7,15,30,44,0,0,15.0,2,8,3,0
390,2019-01-02,0,2,0,14,3,21.4,19.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,28,16,12,12,4,4,13,30.8,9,12,3,9,9,37,14,2,1,20.0,2,8,2,0
391,2019-01-12,1,2,1,9,2,22.2,15.9,0,0,0,0.5,0.5,0.05,0.5,0.5,22,15,12,9,1,6,20,30.0,14,15,1,14,19,41,21,0,0,17.5,5,8,1,0
392,2019-01-29,2,1,2,6,1,16.7,21.9,0,1,1,1.1,0.3,0.05,0.9,0.7,20,11,13,5,2,8,23,34.8,15,15,5,10,16,36,32,0,1,20.0,1,8,6,1
393,2019-02-02,0,1,0,8,2,25.0,19.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,17,10,9,8,0,9,18,50.0,9,19,10,9,15,32,48,2,0,12.5,5,8,0,0
394,2019-03-02,0,2,0,17,2,11.8,19.7,1,0,0,1.1,1.1,0.07,-1.1,-1.1,21,14,7,13,1,4,19,21.1,15,13,3,10,9,30,14,0,0,17.5,5,8,9,0
395,2019-03-09,3,2,3,18,6,33.3,19.4,0,0,1,2.4,1.6,0.09,0.6,1.4,22,14,10,8,4,8,14,57.1,6,14,2,12,10,32,30,1,1,15.0,5,8,4,1
396,2019-04-01,0,2,0,3,1,33.3,33.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,17,9,9,7,1,10,16,62.5,6,13,3,10,18,35,25,1,0,20.0,0,8,5,0
397,2019-04-06,0,1,0,18,5,27.8,19.2,2,0,0,0.9,0.9,0.05,-0.9,-0.9,18,10,6,7,5,5,10,50.0,5,10,0,10,15,33,12,0,1,15.0,5,8,10,0
398,2019-04-27,1,1,1,9,1,11.1,23.2,0,0,0,0.4,0.4,0.05,0.6,0.6,23,16,14,7,2,12,20,60.0,8,12,2,10,7,30,35,0,0,17.5,5,8,7,2
399,2019-05-04,2,3,2,14,6,42.9,16.8,1,0,0,1.4,1.4,0.14,0.6,0.6,12,8,6,5,1,4,9,44.4,5,7,1,6,11,23,27,0,1,19.75,5,8,3,0
400,2018-08-12,0,4,0,5,2,40.0,16.1,0,0,0,0.7,0.7,0.13,-0.7,-0.7,23,14,17,5,1,8,15,53.3,7,15,3,12,11,34,20,0,0,13.5,6,9,3,0
401,2018-08-25,1,3,1,13,5,38.5,18.1,0,0,0,1.1,1.1,0.08,-0.1,-0.1,14,10,10,3,1,6,15,40.0,9,12,5,7,17,31,29,1,0,15.0,5,9,5,0
402,2018-09-16,3,1,3,9,4,44.4,16.6,0,0,0,1.2,1.2,0.14,1.8,1.8,19,14,11,6,2,8,21,38.1,13,15,6,9,15,34,27,1,0,16.0,6,9,4,1
403,2018-09-23,0,0,0,6,1,16.7,18.3,0,0,0,1.0,1.0,0.17,-1.0,-1.0,22,8,15,6,1,11,18,61.1,7,21,5,16,15,37,47,2,1,13.5,6,9,1,2
404,2018-09-29,3,1,2,8,3,37.5,18.0,0,0,0,1.4,1.4,0.17,0.6,0.6,25,14,19,3,3,14,21,66.7,7,10,4,6,9,34,30,0,1,12.5,5,9,2,1
405,2018-10-05,0,1,0,17,4,23.5,16.8,2,0,0,1.4,1.4,0.09,-1.4,-1.4,12,9,3,7,2,7,18,38.9,11,7,1,6,8,20,18,0,0,20.0,4,9,7,0
406,2018-10-20,0,1,0,13,4,30.8,15.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,31,15,9,19,3,12,26,46.2,14,17,4,13,14,45,16,0,1,15.0,5,9,0,0
407,2018-11-24,0,4,0,9,1,11.1,17.9,1,0,0,0.9,0.9,0.1,-0.9,-0.9,21,9,11,9,1,9,19,47.4,10,13,1,12,14,35,11,1,1,15.0,5,9,6,0
408,2018-12-01,3,0,3,7,4,57.1,10.4,0,0,0,2.5,2.5,0.36,0.5,0.5,26,17,16,9,1,8,16,50.0,8,12,5,7,9,35,43,0,0,15.0,5,9,8,1
409,2018-12-08,3,2,3,13,6,46.2,14.6,1,0,0,1.2,1.2,0.1,1.8,1.8,19,10,9,10,0,8,16,50.0,8,15,2,13,13,32,23,0,1,15.0,5,9,10,1
410,2019-01-02,2,2,2,13,6,46.2,18.8,0,0,0,0.8,0.8,0.06,1.2,1.2,10,6,3,6,1,2,9,22.2,7,10,5,5,12,22,10,0,1,19.75,2,9,7,2
411,2019-01-12,1,0,1,11,3,27.3,15.6,0,0,0,0.6,0.6,0.06,0.4,0.4,11,6,6,5,0,5,19,26.3,14,12,1,11,17,28,13,1,1,12.5,5,9,5,1
412,2019-02-04,1,1,1,13,2,15.4,19.1,1,0,0,0.8,0.8,0.06,0.2,0.2,18,8,8,9,1,6,20,30.0,14,13,1,12,13,31,30,0,1,20.0,0,9,3,2
413,2019-02-09,1,1,1,5,3,60.0,18.9,0,1,1,1.7,0.9,0.18,-0.7,-0.9,22,10,12,7,3,7,19,36.8,12,19,10,9,12,34,37,0,0,15.0,5,9,10,2
414,2019-02-27,0,1,0,2,1,50.0,10.6,0,0,0,0.4,0.4,0.18,-0.4,-0.4,14,4,11,3,0,5,16,31.3,11,19,4,15,18,32,37,0,0,20.0,2,9,6,0
415,2019-03-02,2,0,2,9,3,33.3,15.0,2,1,1,2.0,1.2,0.13,0.0,-0.2,26,11,15,10,1,12,19,63.2,7,17,9,8,8,34,16,0,1,17.5,5,9,8,1
416,2019-03-30,0,2,0,3,1,33.3,25.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,23,16,10,12,1,9,21,42.9,12,11,4,7,14,37,26,0,1,17.5,5,9,4,0
417,2019-04-08,0,2,0,9,2,22.2,17.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,24,11,15,8,1,13,31,41.9,18,13,3,10,12,36,16,0,0,20.0,0,9,1,0
418,2019-04-13,1,2,1,18,4,22.2,16.9,1,0,0,1.4,1.4,0.08,-0.4,-0.4,17,10,6,9,2,9,16,56.3,7,11,5,6,12,29,20,1,0,17.5,5,9,2,0
419,2019-04-27,1,0,1,16,7,43.8,20.4,0,0,0,1.1,1.1,0.07,-0.1,-0.1,21,13,12,7,2,11,31,35.5,20,20,6,14,15,36,24,1,0,12.5,5,9,0,1
420,2018-08-20,0,2,0,8,2,25.0,20.7,1,0,0,0.4,0.4,0.05,-0.4,-0.4,14,9,11,3,0,5,21,23.8,16,14,5,9,14,28,23,0,1,20.0,0,10,3,0
421,2018-09-22,0,0,0,16,4,25.0,18.2,3,0,0,0.9,0.9,0.05,-0.9,-0.9,29,25,16,9,4,8,10,80.0,2,8,0,8,8,37,17,1,1,15.0,5,10,8,2
422,2018-10-21,0,2,0,6,2,33.3,20.7,1,0,1,1.3,0.5,0.09,-1.3,-0.5,23,17,10,11,2,10,18,55.6,8,14,7,7,13,36,28,0,0,16.0,6,10,4,0
423,2018-10-28,2,2,2,14,1,7.1,22.6,0,2,2,2.3,0.7,0.05,-0.3,-0.7,22,11,10,8,4,5,12,41.7,7,7,2,5,14,36,11,0,1,13.5,6,10,5,2
424,2018-11-04,1,3,1,7,2,28.6,17.8,0,0,0,0.4,0.4,0.05,0.6,0.6,21,8,11,10,0,7,20,35.0,13,13,4,9,19,40,17,0,0,16.0,6,10,1,0
425,2018-11-10,0,1,0,11,5,45.5,16.9,0,0,0,0.8,0.8,0.08,-0.8,-0.8,20,12,12,6,2,11,19,57.9,8,10,3,7,18,38,28,1,1,17.5,5,10,0,0
426,2018-11-24,0,0,0,13,2,15.4,22.6,0,0,0,1.2,1.2,0.09,-1.2,-1.2,13,11,9,3,1,6,9,66.7,3,9,3,6,13,26,38,0,0,15.0,5,10,2,2
427,2018-12-04,1,3,1,17,3,17.6,20.4,1,1,1,1.7,1.0,0.06,-0.7,-1.0,17,11,9,3,5,7,14,50.0,7,8,3,5,5,22,12,1,0,19.75,1,10,7,0
428,2018-12-08,2,3,2,8,4,50.0,16.2,1,0,0,0.7,0.7,0.09,1.3,1.3,19,15,6,11,2,5,15,33.3,10,9,2,7,8,27,27,1,0,15.0,5,10,9,0
429,2018-12-22,3,2,3,4,2,50.0,22.3,0,1,1,0.9,0.3,0.08,2.1,1.7,23,14,15,7,1,14,24,58.3,10,16,5,11,16,39,49,0,0,15.0,5,10,6,1
430,2018-12-30,0,1,0,4,0,0.0,14.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,13,6,9,4,0,4,11,36.4,7,9,4,5,15,28,26,0,1,12.0,6,10,1,0
431,2019-01-19,3,4,3,9,3,33.3,13.9,0,0,0,0.7,0.7,0.07,2.3,2.3,23,17,20,3,0,13,21,61.9,8,13,3,10,11,34,39,2,0,15.0,5,10,3,0
432,2019-02-09,1,1,1,25,5,20.0,17.0,1,0,0,2.6,2.6,0.11,-1.6,-1.6,17,5,9,7,1,12,16,75.0,4,8,2,6,12,29,22,0,1,15.0,5,10,9,2
433,2019-02-27,1,3,1,17,2,11.8,18.9,1,0,0,1.7,1.7,0.1,-0.7,-0.7,18,9,8,8,2,7,15,46.7,8,12,4,8,13,31,16,0,1,20.0,2,10,2,0
434,2019-03-09,1,2,1,14,2,14.3,20.1,0,1,1,1.5,0.7,0.05,-0.5,-0.7,28,12,14,8,6,13,16,81.3,3,12,0,12,6,34,10,1,1,12.5,5,10,7,0
435,2019-04-03,0,2,0,5,1,20.0,16.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,17,9,12,4,1,6,23,26.1,17,16,7,9,17,34,26,1,0,19.75,2,10,0,0
436,2019-04-06,1,0,1,2,0,0.0,19.7,0,1,1,0.9,0.1,0.06,0.1,-0.1,16,9,8,6,2,6,12,50.0,6,8,4,4,8,24,38,1,0,15.0,5,10,8,1
437,2019-04-14,1,3,1,7,3,42.9,21.2,1,0,0,0.4,0.4,0.05,0.6,0.6,22,19,16,6,0,9,25,36.0,16,14,7,7,17,39,33,0,1,14.083333333333334,6,10,6,0
438,2019-04-21,3,2,3,16,7,43.8,12.7,0,0,0,1.6,1.6,0.1,1.4,1.4,27,14,16,8,3,7,24,29.2,17,8,2,6,14,41,34,0,0,16.0,6,10,5,1
439,2019-04-27,0,0,0,8,0,0.0,19.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,21,12,10,9,2,10,14,71.4,4,26,10,16,16,37,38,1,1,15.0,5,10,4,2
440,2019-08-17,2,2,2,3,2,66.7,34.9,0,0,0,0.1,0.1,0.04,1.9,1.9,17,10,11,6,0,8,17,47.1,9,22,12,10,6,23,26,1,0,17.5,5,0,6,2
441,2019-08-25,0,1,0,17,2,11.8,20.3,0,0,0,1.1,1.1,0.07,-1.1,-1.1,10,6,4,5,1,6,9,66.7,3,6,3,3,7,17,6,0,1,16.5,6,0,8,0
442,2019-09-01,2,2,2,12,8,66.7,21.3,1,1,1,2.0,1.2,0.1,0.0,-0.2,13,6,10,3,0,3,17,17.6,14,15,8,7,6,19,25,0,0,16.5,6,0,5,2
443,2019-09-14,4,0,3,13,5,38.5,19.3,1,0,0,1.0,1.0,0.08,2.0,2.0,11,6,6,4,1,1,9,11.1,8,13,3,10,14,25,13,1,1,15.0,5,0,10,1
444,2019-10-05,0,3,0,8,3,37.5,22.9,1,0,0,0.4,0.4,0.05,-0.4,-0.4,23,11,14,8,1,10,20,50.0,10,19,6,13,11,34,15,1,0,12.5,5,0,7,0
445,2019-10-27,1,2,1,11,4,36.4,17.3,0,0,0,1.2,1.2,0.11,-0.2,-0.2,16,9,8,8,0,11,17,64.7,6,17,5,12,10,26,38,2,0,16.5,6,0,3,0
446,2019-11-03,1,1,1,5,2,40.0,16.6,0,0,0,0.6,0.6,0.12,0.4,0.4,15,13,10,4,1,3,19,15.8,16,14,1,13,11,26,30,0,0,16.5,6,0,4,2
447,2019-11-23,3,2,3,15,6,40.0,15.9,1,0,0,2.1,2.1,0.14,0.9,0.9,19,8,5,12,2,7,19,36.8,12,9,3,6,9,28,20,0,0,12.5,5,0,9,1
448,2019-12-04,1,2,1,8,5,62.5,17.0,1,0,0,0.9,0.9,0.12,0.1,0.1,18,15,11,6,1,11,24,45.8,13,9,2,7,14,32,20,1,0,19.5,2,0,2,0
449,2019-12-22,0,2,0,5,1,20.0,18.4,1,0,0,0.3,0.3,0.06,-0.3,-0.3,19,13,13,5,1,9,23,39.1,14,7,3,4,12,31,24,0,1,16.5,6,0,1,0
450,2019-12-26,2,1,2,11,5,45.5,18.1,1,0,0,0.8,0.8,0.07,1.2,1.2,19,15,8,7,4,6,23,26.1,17,11,1,10,12,31,20,0,1,12.5,3,0,7,1
451,2020-01-11,0,1,0,14,4,28.6,16.7,0,0,0,1.2,1.2,0.09,-1.2,-1.2,13,10,3,8,2,4,24,16.7,20,12,2,10,13,26,39,2,1,17.5,5,0,3,0
452,2020-02-02,2,0,2,3,3,100.0,17.1,0,0,0,0.3,0.3,0.1,1.7,1.7,21,13,15,6,0,12,22,54.5,10,15,8,7,12,33,32,1,1,16.5,6,0,6,1
453,2020-02-22,1,2,0,5,3,60.0,17.7,1,0,0,0.2,0.2,0.05,-0.2,-0.2,24,15,6,16,2,5,17,29.4,12,7,2,5,8,32,17,0,0,12.5,5,0,1,0
454,2020-06-19,1,1,1,10,3,30.0,21.8,2,0,0,0.4,0.4,0.04,0.6,0.6,14,9,8,5,1,5,19,26.3,14,8,2,6,12,26,31,1,1,20.25,4,0,2,2
455,2020-06-23,2,0,1,15,4,26.7,18.2,0,0,0,2.3,2.3,0.15,-1.3,-1.3,9,4,5,4,0,5,14,35.7,9,8,1,7,8,17,12,0,1,20.25,1,0,9,1
456,2020-07-06,1,0,0,12,2,16.7,23.0,2,0,0,0.5,0.5,0.04,-0.5,-0.5,13,7,3,8,2,0,7,0.0,7,11,4,7,7,20,26,0,1,20.0,0,0,4,1
457,2020-07-12,2,1,2,15,9,60.0,18.5,0,0,0,2.0,2.0,0.14,0.0,0.0,22,13,11,8,3,3,18,16.7,15,9,3,6,5,27,22,0,1,16.5,6,0,5,1
458,2020-07-15,3,1,3,8,5,62.5,15.6,0,0,0,1.5,1.5,0.24,1.5,1.5,14,5,6,6,2,2,18,11.1,16,9,6,3,5,19,22,1,0,18.0,2,0,8,1
459,2020-07-26,1,1,1,7,2,28.6,19.7,0,0,0,0.3,0.3,0.04,0.7,0.7,26,21,14,9,3,8,16,50.0,8,11,2,9,22,48,18,1,0,16.0,6,0,10,2
460,2019-08-11,0,4,0,18,7,38.9,19.1,0,0,0,1.0,1.0,0.06,-1.0,-1.0,21,9,6,8,7,6,20,30.0,14,16,4,12,15,36,13,1,0,16.5,6,1,2,0
461,2019-09-22,1,2,1,13,2,15.4,16.6,0,0,0,1.3,1.3,0.1,-0.3,-0.3,15,8,11,4,0,2,10,20.0,8,11,1,10,15,30,10,0,1,16.5,6,1,3,0
462,2019-09-28,2,0,2,23,9,39.1,16.6,0,1,1,3.7,2.9,0.13,-1.7,-1.9,18,9,8,7,3,6,13,46.2,7,9,3,6,13,31,15,0,1,15.0,5,1,7,1
463,2019-10-19,1,0,1,16,7,43.8,13.0,1,0,0,2.0,2.0,0.13,-1.0,-1.0,23,12,13,6,4,13,20,65.0,7,8,1,7,8,31,16,0,1,15.0,5,1,8,1
464,2019-11-09,2,0,2,23,5,21.7,18.3,4,0,0,3.6,3.6,0.16,-1.6,-1.6,19,9,8,10,1,6,18,33.3,12,6,1,5,10,29,10,0,1,12.5,5,1,10,1
465,2019-11-23,1,2,1,11,2,18.2,17.8,1,0,0,0.9,0.9,0.08,0.1,0.1,15,11,9,6,0,6,16,37.5,10,11,4,7,17,32,24,2,0,17.5,5,1,6,0
466,2019-11-30,0,1,0,19,6,31.6,15.0,0,0,0,2.3,2.3,0.12,-2.3,-2.3,7,5,4,2,1,2,13,15.4,11,8,0,8,19,26,11,0,1,15.0,5,1,9,0
467,2019-12-07,1,3,1,15,4,26.7,15.3,0,0,0,1.1,1.1,0.07,-0.1,-0.1,14,8,11,1,2,5,10,50.0,5,8,3,5,10,24,24,0,0,12.5,5,1,4,0
468,2019-12-22,2,0,2,12,2,16.7,19.7,1,1,1,1.3,0.6,0.05,0.7,0.4,16,9,11,4,1,3,15,20.0,12,12,2,10,13,29,17,0,0,16.5,6,1,0,1
469,2019-12-29,2,1,2,13,4,30.8,13.7,0,0,0,1.4,1.4,0.11,0.6,0.6,17,10,7,10,0,8,18,44.4,10,6,0,6,16,33,12,0,0,14.0,6,1,5,1
470,2020-01-01,1,1,1,16,4,25.0,17.0,0,0,0,1.3,1.3,0.09,-0.3,-0.3,25,14,9,14,2,11,17,64.7,6,12,7,5,19,44,26,0,0,12.5,2,1,7,2
471,2020-01-18,0,1,0,19,3,15.8,19.0,1,0,0,2.4,2.4,0.13,-2.4,-2.4,15,10,5,7,3,9,18,50.0,9,8,0,8,18,33,8,0,0,17.5,5,1,8,0
472,2020-01-21,2,2,2,18,7,38.9,15.3,0,1,1,2.9,2.1,0.12,-0.9,-1.1,18,10,10,8,0,8,17,47.1,9,5,0,5,10,28,23,1,1,20.25,1,1,5,2
473,2020-02-17,0,2,0,17,1,5.9,17.2,1,0,0,0.9,0.9,0.06,-0.9,-0.9,18,9,7,10,1,3,13,23.1,10,9,2,7,7,25,15,1,1,20.0,0,1,2,0
474,2020-02-22,2,1,2,17,7,41.2,18.4,1,0,0,1.7,1.7,0.11,0.3,0.3,26,15,6,16,4,7,23,30.4,16,16,2,14,15,41,14,0,1,12.5,5,1,0,1
475,2020-03-08,4,0,4,17,11,64.7,20.1,1,0,0,1.8,1.8,0.11,2.2,2.2,13,7,4,7,2,3,14,21.4,11,6,1,5,7,20,13,1,1,14.0,6,1,4,1
476,2020-06-25,2,1,2,14,6,42.9,11.4,0,1,1,3.2,3.2,0.28,-1.2,-2.2,13,6,11,2,0,5,15,33.3,10,12,3,9,8,21,20,0,1,20.25,3,1,6,1
477,2020-07-01,2,3,2,16,5,31.3,18.2,1,1,1,1.6,0.8,0.05,0.4,0.2,19,11,10,7,2,13,17,76.5,4,8,4,4,5,24,10,0,0,20.25,2,1,9,0
478,2020-07-07,3,2,3,14,6,42.9,16.0,1,0,0,1.9,1.9,0.14,1.1,1.1,21,10,9,10,2,6,13,46.2,7,15,5,10,19,40,26,1,0,18.0,1,1,10,1
479,2020-07-22,3,5,3,10,5,50.0,12.3,0,0,0,2.4,2.4,0.28,0.6,0.6,9,4,4,3,2,1,15,6.7,14,11,1,10,7,16,16,0,0,20.25,2,1,3,0
480,2019-08-11,4,0,4,10,4,40.0,17.6,0,1,1,2.2,1.4,0.14,1.8,1.6,16,10,6,6,4,11,24,45.8,13,14,4,10,12,28,20,0,1,16.5,6,2,1,1
481,2019-08-24,1,2,1,21,3,14.3,17.0,3,0,1,2.5,1.7,0.08,-1.5,-0.7,9,4,4,3,2,3,12,25.0,9,5,1,4,6,15,8,0,1,15.0,5,2,10,0
482,2019-09-22,0,2,0,9,3,33.3,19.3,0,0,0,0.9,0.9,0.1,-0.9,-0.9,13,9,8,4,1,2,6,33.3,4,6,1,5,5,18,21,0,0,14.0,6,2,9,0
483,2019-09-30,1,1,1,16,4,25.0,22.3,1,0,0,0.9,0.9,0.05,0.1,0.1,15,6,4,7,4,8,16,50.0,8,8,2,6,11,26,8,1,1,20.0,0,2,5,2
484,2019-10-06,0,1,0,12,3,25.0,17.9,1,0,0,0.9,0.9,0.07,-0.9,-0.9,11,6,5,6,0,6,17,35.3,11,10,5,5,8,19,7,0,0,16.5,6,2,8,0
485,2019-10-20,1,1,1,7,2,28.6,21.6,0,0,0,0.7,0.7,0.1,0.3,0.3,10,3,4,4,2,4,9,44.4,5,6,1,5,11,21,30,0,1,16.5,6,2,3,2
486,2019-11-10,3,1,3,21,11,52.4,17.5,2,0,0,3.6,3.6,0.17,-0.6,-0.6,24,14,13,8,3,7,16,43.8,9,7,1,6,10,34,15,0,1,14.0,6,2,7,1
487,2019-12-04,2,1,2,11,6,54.5,21.9,1,1,1,1.4,0.6,0.05,0.6,0.4,20,12,5,12,3,8,30,26.7,22,11,2,9,16,36,18,0,1,19.5,2,2,0,1
488,2019-12-07,2,1,2,10,6,60.0,16.9,0,1,1,1.4,0.6,0.06,0.6,0.4,18,12,12,3,3,5,19,26.3,14,18,10,8,11,29,46,0,0,17.5,5,2,6,1
489,2019-12-15,1,1,1,24,8,33.3,20.8,2,0,0,1.4,1.4,0.06,-0.4,-0.4,14,11,10,3,1,9,13,69.2,4,6,0,6,7,21,20,1,1,14.0,6,2,4,2
490,2019-12-26,4,1,4,22,10,45.5,21.0,2,0,0,1.9,1.9,0.09,2.1,2.1,17,12,6,7,4,7,17,41.2,10,10,0,10,10,27,2,0,1,17.5,3,2,8,1
491,2020-01-01,0,2,0,10,4,40.0,20.8,1,0,0,0.7,0.7,0.07,-0.7,-0.7,12,5,5,4,3,6,19,31.6,13,7,1,6,10,22,8,1,0,20.0,2,2,5,0
492,2020-01-19,0,2,0,9,4,44.4,20.0,0,0,0,1.3,1.3,0.14,-1.3,-1.3,16,8,11,3,2,9,25,36.0,16,11,5,6,13,29,34,0,0,16.5,6,2,3,0
493,2020-02-17,2,0,2,9,3,33.3,17.9,1,0,0,0.6,0.6,0.07,1.4,1.4,12,6,4,5,3,5,15,33.3,10,20,10,10,15,27,29,0,0,20.0,0,2,1,1
494,2020-03-01,1,1,1,14,5,35.7,19.8,0,0,0,1.1,1.1,0.08,-0.1,-0.1,16,11,13,1,2,3,15,20.0,12,12,4,8,7,23,28,2,0,14.0,6,2,4,2
495,2020-03-08,2,0,2,12,6,50.0,18.3,1,0,0,1.6,1.6,0.13,0.4,0.4,19,9,11,8,0,8,26,30.8,18,8,0,8,17,36,37,1,1,16.5,6,2,6,1
496,2020-06-19,1,1,1,11,5,45.5,21.2,0,1,1,1.7,0.9,0.08,-0.7,-0.9,16,8,5,9,2,11,21,52.4,10,11,3,8,15,31,19,0,0,20.25,4,2,0,2
497,2020-06-30,3,0,3,12,6,50.0,17.3,1,0,0,1.0,1.0,0.08,2.0,2.0,16,12,9,6,1,7,14,50.0,7,7,1,6,5,21,15,0,0,20.25,1,2,7,1
498,2020-07-16,2,0,2,17,5,29.4,18.0,1,0,0,2.2,2.2,0.13,-0.2,-0.2,14,11,8,5,1,6,20,30.0,14,15,4,11,14,28,13,0,0,20.25,3,2,10,1
499,2020-07-22,1,1,1,11,4,36.4,19.9,0,0,0,0.6,0.6,0.06,0.4,0.4,9,6,2,6,1,0,10,0.0,10,12,2,10,8,17,12,0,1,18.0,2,2,9,2
500,2019-08-24,3,1,3,24,4,16.7,18.8,0,1,1,2.5,1.7,0.07,0.5,0.3,25,17,3,12,10,7,21,33.3,14,7,2,5,9,34,14,2,1,17.5,5,3,5,1
501,2019-09-14,3,1,3,21,8,38.1,13.6,0,0,0,3.0,3.0,0.14,0.0,0.0,13,11,1,9,3,8,17,47.1,9,8,3,5,8,21,8,0,1,12.5,5,3,8,1
502,2019-09-22,2,1,2,6,3,50.0,13.9,0,0,0,0.6,0.6,0.09,1.4,1.4,11,5,2,8,1,2,9,22.2,7,8,3,5,12,23,40,0,0,16.5,6,3,1,1
503,2019-10-20,1,1,1,10,4,40.0,19.0,0,0,0,1.2,1.2,0.12,-0.2,-0.2,18,10,5,9,4,8,16,50.0,8,9,1,8,10,28,19,0,0,16.5,6,3,2,2
504,2019-10-27,2,1,2,20,12,60.0,16.4,1,1,1,2.6,1.8,0.09,-0.6,-0.8,20,15,2,15,3,6,13,46.2,7,10,2,8,12,32,9,0,1,16.5,6,3,0,1
505,2019-11-10,3,1,3,12,5,41.7,15.9,0,0,0,1.1,1.1,0.09,1.9,1.9,13,5,10,3,0,4,23,17.4,19,10,8,2,10,23,28,0,1,16.5,6,3,6,1
506,2019-11-23,2,1,2,12,4,33.3,13.6,0,0,0,1.4,1.4,0.13,0.6,0.6,24,15,12,10,2,8,17,47.1,9,4,3,1,6,30,30,0,0,15.0,5,3,10,1
507,2019-11-30,2,1,2,15,7,46.7,15.2,0,0,0,1.3,1.3,0.09,0.7,0.7,11,5,6,3,2,6,17,35.3,11,12,2,10,11,22,20,1,1,15.0,5,3,7,1
508,2019-12-04,5,2,5,11,5,45.5,15.0,0,0,0,2.0,2.0,0.19,3.0,3.0,15,11,7,8,0,7,15,46.7,8,7,1,6,7,22,26,0,1,20.25,2,3,4,1
509,2020-01-11,1,0,1,13,6,46.2,13.8,0,0,0,1.2,1.2,0.09,-0.2,-0.2,20,12,9,10,1,9,24,37.5,15,4,2,2,6,26,9,2,0,17.5,5,3,0,1
510,2020-01-19,2,0,2,16,5,31.3,15.5,0,0,0,1.9,1.9,0.12,0.1,0.1,22,11,10,9,3,5,14,35.7,9,7,0,7,10,32,14,1,1,16.5,6,3,2,1
511,2020-01-29,2,0,2,12,4,33.3,20.2,1,1,1,2.8,2.0,0.17,-0.8,-1.0,17,9,5,6,6,9,21,42.9,12,9,0,9,8,25,14,2,0,19.75,2,3,9,1
512,2020-02-24,3,2,3,25,7,28.0,16.2,1,0,0,2.4,2.4,0.1,0.6,0.6,23,16,8,7,8,14,34,41.2,20,5,1,4,8,31,22,0,1,20.0,0,3,9,1
513,2020-06-21,0,0,0,10,3,30.0,18.5,3,0,0,0.7,0.7,0.07,-0.7,-0.7,16,12,3,8,5,6,13,46.2,7,9,2,7,10,26,3,0,0,19.0,6,3,4,2
514,2020-06-24,4,0,4,21,7,33.3,17.8,2,0,0,2.4,2.4,0.12,1.6,1.6,17,10,5,8,4,4,14,28.6,10,8,0,8,15,32,1,1,1,20.25,2,3,10,1
